"","ORIGEN","AÑO_N","MES_N","AÑO","TRIMESTRES","TOTAL_KILOS_BRUTOS","TOTAL_KILOS_NETOS","I_DOLARES","I_PESOS"
"3351","11",2014,12,14,4,58927157.7299756,55002183.8996973,270203404.634083,631601296656.866
"3352","13",2014,12,14,4,87084742.5763901,85093993.7564387,131536791.97951,308227365470.302
"3353","15",2014,12,14,4,106934744.311749,106895627.149997,45810985.6444707,106614098391.815
"3354","17",2014,12,14,4,17061574.8587537,16262136.847839,57546567.5257982,134963668196.397
"3355","18",2014,12,14,4,26200,22500,47828,112247536
"3356","19",2014,12,14,4,30349535.6101047,30168547.1328719,29064927.0593719,67837446135.7031
"3357","20",2014,12,14,4,3505220191,3505014489.3999,244326282.275391,576951294300
"3358","23",2014,12,14,4,15671375.9893799,15625688.9223633,59859328.5671387,139485446228
"3359","25",2014,12,14,4,202506717.710435,200074456.112843,121455565.680598,284444485733.459
"3360","27",2014,12,14,4,0.569999992847443,0.569999992847443,20639.890625,48678356
"3361","41",2014,12,14,4,15180800.5961425,14902808.0684083,48082577.061615,112071584680.062
"3362","44",2014,12,14,4,4626392916.55005,4626391066.59998,308682703.179688,728110347378
"3363","47",2014,12,14,4,56332356.7399893,54297174.9892426,31039054.5582237,72605955318.3162
"3364","50",2014,12,14,4,503212114.120022,503211198.500055,186587262,432332490964
"3365","52",2014,12,14,4,4445203.82004082,4436244.26993227,9196888.34264791,21454017976.4868
"3366","54",2014,12,14,4,96472210.4809377,96365404.3733986,19233380.5791764,44768063042.0908
"3367","63",2014,12,14,4,5902870.96866512,5838574.37037277,25515329.3086548,59444579859.3701
"3368","66",2014,12,14,4,20711720.6408504,20477484.80816,65605718.106019,153823726667.543
"3369","68",2014,12,14,4,142180315.409462,142034090.849968,96375138.5211143,228078585554.066
"3370","70",2014,12,14,4,14191724,14131583,1337791.8125,3078942944
"3371","73",2014,12,14,4,5652775.25897503,5527771.52015615,14916309.3508987,34868803575.8281
"3372","76",2014,12,14,4,95845187.1300887,91867934.604312,172781130.385877,403947504489.038
"3373","81",2014,12,14,4,141207221.830017,141207160,50180780,116081757943.5
"3374","85",2014,12,14,4,285044942.40625,285044942.40625,106720407.265625,247649058752
"3375","86",2014,12,14,4,16854022,16854022,5130220.125,12035126272
"3376","88",2014,12,14,4,15363.7496032715,12894.569732666,441880.179931641,1041939427
"3377","91",2014,12,14,4,250000,250000,20000,45047200
"3378","94",2014,12,14,4,5017.7998046875,5017.7998046875,25506.650390625,56272516
"3379","97",2014,12,14,4,38929,38543,194245.984375,464725760
"3380","05",2015,1,15,1,146423508.851676,136372431.907619,341021633.108,816798883805.002
"3381","08",2015,1,15,1,88796800.425109,87866817.0280664,92695524.5250791,222470322519.304
"3382","11",2015,1,15,1,43864975.7788326,40977316.7568027,197230921.447295,472949270261.03
"3383","13",2015,1,15,1,84179339.4147015,82173335.4843178,127066596.970704,304489137675.063
"3384","15",2015,1,15,1,82949838.8099966,82949221.8099976,19765746.5095606,47134428168.699
"3385","17",2015,1,15,1,15543469.7708211,14822866.6239202,67791534.5958567,163041875697.526
"3386","19",2015,1,15,1,58990527.7609882,58736247.7434435,40904134.696167,98373936536.2324
"3387","20",2015,1,15,1,1693426060.46997,1693294931.5,112426949.429688,268735444602
"3388","23",2015,1,15,1,15228057.6992188,15177165.6496582,56031592.515625,133509204577
"3389","25",2015,1,15,1,142772550.110662,140070305.403405,120917570.502065,289585942342.358
"3390","27",2015,1,15,1,86400,86400,36941,87270160
"3391","41",2015,1,15,1,22503214.1845703,22399007.5882812,45184001.800293,108591286093
"3392","44",2015,1,15,1,3844986663,3844984163,256234603.520508,615456175455.5
"3393","47",2015,1,15,1,52127500.5311841,50119934.2832517,30624776.4949181,73367142481.3916
"3394","50",2015,1,15,1,351414858.000023,351414778.700024,98691561.5996094,238325584238
"3395","52",2015,1,15,1,2932630.76028824,2920802.78005636,6517242.51442528,15655275619.4668
"3396","54",2015,1,15,1,69725937.6602945,69696709.7929947,12780563.0401905,30502819412.3774
"3397","63",2015,1,15,1,8860382.20072487,8801644.47995301,38804195.1704979,93205561152.8115
"3398","66",2015,1,15,1,21210889.9957349,20995066.2802733,67798394.2732799,162826466333.632
"3399","68",2015,1,15,1,159829100.151344,159727538.865454,74282531.6496086,178064875727.872
"3400","70",2015,1,15,1,4403468,4384758,681672.25,1630625304
"3401","73",2015,1,15,1,4162984.27441406,4109774.31982422,14173001.2884521,34011242472.25
"3402","76",2015,1,15,1,81218137.2719308,78644984.8525043,118261623.652977,283662834525.148
"3403","81",2015,1,15,1,30781658.21,30781657,8770523.75,21039698895.1719
"3404","85",2015,1,15,1,432730112.484375,432730112.484375,127061438,304759008764
"3405","86",2015,1,15,1,340171.21875,340171.21875,86884.71875,212094288
"3406","88",2015,1,15,1,12767.7001953125,10289.8798828125,376804,906224896
"3407","97",2015,1,15,1,38894,38508,194067.6875,464299168
"3408","05",2015,2,15,1,220666322.53124,207533091.421204,315184771.341788,762263414641.641
"3409","08",2015,2,15,1,57057057.2748809,56070805.3622975,90017620.1571521,218470490273.003
"3410","11",2015,2,15,1,51493500.6519431,47999543.6184971,252639533.99551,611155255592.272
"3411","13",2015,2,15,1,77278433.6106351,75458568.063622,110432382.921611,267612674092.923
"3412","15",2015,2,15,1,34269846.9275765,34241764.2699048,11695906.2318115,28131245532.291
"3413","17",2015,2,15,1,15683799.6484251,14628329.9434688,59071898.9318615,142721267806.083
"3414","19",2015,2,15,1,50086457.9239798,49862425.1151574,32760435.0722866,79279997521.8574
"3415","20",2015,2,15,1,2998089461.5,2997975261.5,202721315.634766,489695729388
"3416","23",2015,2,15,1,4108678.35009766,4101391.75048828,16547898.5879517,39635106247.375
"3417","25",2015,2,15,1,100533219.098497,97945820.0072952,127311313.950437,308950052176.733
"3418","41",2015,2,15,1,23561979.8398438,23441232.291626,50577222.1517334,122299414558.375
"3419","44",2015,2,15,1,3049786813.69001,3049782715.6402,198835144.18103,482078982676.406
"3420","47",2015,2,15,1,44485345.1598301,42902756.6097565,28840443.9712582,69845170844.8433
"3421","50",2015,2,15,1,458131081.989971,458130659.599892,161201750.999023,390330648158.375
"3422","52",2015,2,15,1,6234995.970029,6228559.08032835,5684139.52491188,13885906999.3633
"3423","54",2015,2,15,1,126730947.673048,126638528.26687,22120765.5442644,53484459091.0075
"3424","63",2015,2,15,1,8206988.99399233,8149774.77996683,33556203.4301796,80935734036.7109
"3425","66",2015,2,15,1,20897429.103046,20672985.6606648,60044312.84606,145305378082.052
"3426","68",2015,2,15,1,90104850.1543759,89963317.8982575,60232611.4889846,145500741582.164
"3427","70",2015,2,15,1,527134.30859375,502630.158203125,536357.69921875,1310810540
"3428","73",2015,2,15,1,5114769.32055664,5060260.60009766,14044546.9414062,33902484596
"3429","76",2015,2,15,1,137978526.540254,134367982.112289,173506507.403453,420375636759.935
"3430","81",2015,2,15,1,112120453.350006,112120441,38463782.7299805,91612561036
"3431","85",2015,2,15,1,613741103,613741103,207986870.125,498497790592
"3432","86",2015,2,15,1,33187491.75,33187491.75,9396136.125,23392281794
"3433","88",2015,2,15,1,9375.400390625,7799.22021484375,285582,680978816
"3434","91",2015,2,15,1,0.0199999995529652,0.0199999995529652,0.200000002980232,496.920013427734
"3435","05",2015,3,15,1,179358303.282774,168040364.468332,355052424.456561,913406965642.984
"3436","08",2015,3,15,1,84948011.3190199,83882771.9967739,104422648.49156,269994556927.312
"3437","11",2015,3,15,1,46026995.4109735,42616395.6777136,262193305.708982,679481767853.916
"3438","13",2015,3,15,1,72859244.2239577,71068605.4330389,95239496.2039123,246021525271.86
"3439","15",2015,3,15,1,124854822.261935,124849435.710001,41199236.2105471,106346862700.326
"3440","17",2015,3,15,1,12090669.3143768,11340558.62431,47202501.4880652,122201705720.182
"3441","18",2015,3,15,1,26200,22500,47936.8984375,122567464
"3442","19",2015,3,15,1,24879442.5145497,24721991.1001696,25232708.0764303,65166974000.5498
"3443","20",2015,3,15,1,4265296685.5,4265202664.5,262563146.763027,676286206060.758
"3444","23",2015,3,15,1,23489993.6484375,23457289.8095703,84204044.4044189,216192774481.5
"3445","25",2015,3,15,1,239560355.955082,237354633.850595,158734804.206665,409313492306.292
"3446","41",2015,3,15,1,20130617.9625,20042628.7424709,42906355.5965576,110866931499
"3447","44",2015,3,15,1,2857877493.91009,2857877283.8801,181300481.910385,469075517236.172
"3448","47",2015,3,15,1,71803811.9733982,69547983.6665668,47461591.1297245,123081425300.217
"3449","50",2015,3,15,1,446100121.799957,446099940.299988,147772217,376386856208
"3450","52",2015,3,15,1,1663953.79989511,1662367.33965325,960244.716587067,2493283438.74219
"3451","54",2015,3,15,1,150890523.126816,150818278.112393,20431839.8534731,52782839969.0803
"3452","63",2015,3,15,1,6594851.30555665,6544958.57008839,26303315.106369,67921668260.7539
"3453","66",2015,3,15,1,11078580.2158102,10922749.7482571,35595953.0246795,92038429217.2407
"3454","68",2015,3,15,1,189812309.38915,189712591.35121,97573435.6209633,250960704101.673
"3455","70",2015,3,15,1,15600898.0214844,15083711.25,1839385.8125,4786915372
"3456","73",2015,3,15,1,5544461.84619141,5487640.85996246,15604174.9100342,40357569737.75
"3457","76",2015,3,15,1,73635159.6660068,70433874.9733809,147677084.513991,382299661948.993
"3458","81",2015,3,15,1,180176720,180176720,61943003,161240621056
"3459","85",2015,3,15,1,636383185,636383185,218206850.25,561432129536
"3460","86",2015,3,15,1,16144093,16144093,4496184.5,11496070144
"3461","88",2015,3,15,1,14870.099609375,12344.2197265625,456756,1176626304
"3462","05",2015,4,15,2,234602814.437143,218533954.904237,414495377.224938,1033736205008.72
"3463","08",2015,4,15,2,79329511.9974231,78103126.921526,104820462.510514,262461727727.627
"3464","11",2015,4,15,2,52526550.56394,48739925.5928893,252013186.580531,631721731165.388
"3465","13",2015,4,15,2,100483731.879908,98143641.3865619,123780356.844328,310766899037.04
"3466","15",2015,4,15,2,101848026.979999,101846886.549999,23855913.1914968,59192836565.8301
"3467","17",2015,4,15,2,17775853.1040722,16684642.2095446,60284793.8280528,150384355876.743
"3468","18",2015,4,15,2,42690.2601464987,37305.749709487,86976.3207321167,213051947.640625
"3469","19",2015,4,15,2,20890402.5785083,20677086.5826483,21733067.7843475,54313446609.2812
"3470","20",2015,4,15,2,2805436134.60156,2805360688.60156,180008924.990234,451064382467
"3471","23",2015,4,15,2,12444739.4693909,12419104.7102051,27481182.2468262,67432085031.5
"3472","25",2015,4,15,2,144243033.263508,142028810.710011,119339071.312883,298778273010.775
"3473","41",2015,4,15,2,14414669.2398437,14362034.2520118,24516739.5605469,61312055240.5469
"3474","44",2015,4,15,2,3767973225,3767970722,243234824.587891,604880393568
"3475","47",2015,4,15,2,88470533.9771919,86221173.7466583,55675086.5547485,137829697926.087
"3476","50",2015,4,15,2,260118714.000015,260118666.100006,95051518.3999023,236865633902
"3477","52",2015,4,15,2,1866842.40009594,1861754.72024378,1398716.67942762,3458940695.74805
"3478","54",2015,4,15,2,120781690.520197,120652108.27261,19084705.3540723,47591945043.5068
"3479","63",2015,4,15,2,5227028.55125046,5190068.0395813,19244615.2735291,48026082738.2188
"3480","66",2015,4,15,2,12125090.4929866,11969126.3223906,38175348.7783046,94944231402.502
"3481","68",2015,4,15,2,95823968.4824805,95702257.762354,59831007.6840115,149084280549.326
"3482","70",2015,4,15,2,1721042,1709622,2329556,6034632175
"3483","73",2015,4,15,2,4721660.70056152,4670764.13983154,12581585.2171631,31239131288.9531
"3484","76",2015,4,15,2,88271585.9990128,84363450.2007241,174777967.116405,437104900972.379
"3485","81",2015,4,15,2,108907737.660313,108907321.200195,38431811.9202881,97838638832.75
"3486","85",2015,4,15,2,325700736.46875,325700736.46875,115087215.970703,284345133836
"3487","86",2015,4,15,2,16745169.84375,16745169.84375,5413695.859375,12956892352
"3488","88",2015,4,15,2,2381.2899896428,2011.86005791277,191118.042858124,482868395.255859
"3489","94",2015,4,15,2,11300,11000,47300,118002624
"3490","99",2015,4,15,2,101,100,100,248707
"3491","05",2015,5,15,2,180669664.466535,168683238.535165,339913859.198999,826061368678.678
"3492","08",2015,5,15,2,70026963.7000799,68650679.1269993,129775157.801674,315122262604.776
"3493","11",2015,5,15,2,49556968.5651437,46073861.8078562,243696926.212064,591986846325.584
"3494","13",2015,5,15,2,80075793.5093553,77871726.6997132,118264506.184802,288131717920.867
"3495","15",2015,5,15,2,8031611.09956758,8004859.35999709,15299300.1544189,37493245855.0508
"3496","17",2015,5,15,2,18276178.0974211,17325700.2344394,61257120.2881274,149023542277.488
"3497","19",2015,5,15,2,18765631.1648166,18582849.0986164,20878867.0426311,50920741255.7773
"3498","20",2015,5,15,2,1756842198,1756725798,106445103.28418,256971112075
"3499","23",2015,5,15,2,12227790.8005199,12172485.3003969,30422602.804039,75837112813.5703
"3500","25",2015,5,15,2,197453697.4193,194659540.197473,142533768.199219,348567069969.778
"3501","41",2015,5,15,2,15995241.2204552,15931005,32403564.6311646,78397317043.5
"3502","44",2015,5,15,2,2903323421.90948,2902850369.6316,174848187.104729,431440077666.516
"3503","47",2015,5,15,2,71509691.0033455,69030815.2146492,46572459.4895325,113816209541.72
"3504","50",2015,5,15,2,241799915.619995,241799875.02002,92360326,224800155460
"3505","52",2015,5,15,2,917833.939740002,914647.209857225,1263084.77659035,3052361659.52148
"3506","54",2015,5,15,2,134594500.982139,134457817.083693,23405320.622416,57226297716.5835
"3507","63",2015,5,15,2,6732535.90436274,6686991.28020611,23824788.7193798,57842569488.7
"3508","66",2015,5,15,2,17819425.870671,17636076.9205529,49146734.7553639,119929339585.863
"3509","68",2015,5,15,2,136505175.477452,136403491.894744,78256701.2162781,191769733366.091
"3510","70",2015,5,15,2,84648994,84639166.5,28390152.546875,68224210348
"3511","73",2015,5,15,2,3476613.35505104,3441702.87010765,9228859.39038086,22657361891.8125
"3512","76",2015,5,15,2,101155779.614196,96949802.6108117,162058250.54222,395994003015.056
"3513","81",2015,5,15,2,137940205,137940166,55248303.6000977,136971371287
"3514","85",2015,5,15,2,561871264,561871264,212516925,518293221376
"3515","86",2015,5,15,2,199218.8125,199218.8125,66790.5185546875,160957932
"3516","88",2015,5,15,2,18190.9500007629,16113,492224.850006104,1225381855.8125
"3517","97",2015,5,15,2,101.519996643066,100,73,174731.34375
"3518","05",2015,6,15,2,174646769.267491,163130353.482063,438814182.096033,1123512511883.85
"3519","08",2015,6,15,2,140869724.474042,139569032.760072,122081272.398461,312600516194.602
"3520","11",2015,6,15,2,45679599.6287491,42329109.7638616,204565064.477152,522952053910.007
"3521","13",2015,6,15,2,91669239.7338129,89499890.7570577,125252102.744937,320081760394.703
"3522","15",2015,6,15,2,79236305.9882309,79210197.0900004,37898160.0426903,96666202550.6055
"3523","17",2015,6,15,2,14227689.4592143,13186197.4838633,45429434.2985673,116104822086.977
"3524","18",2015,6,15,2,26200,26200,48061.19921875,121677504
"3525","19",2015,6,15,2,31845223.6610855,31591830.6601671,27350135.2559431,69965181841.6228
"3526","20",2015,6,15,2,3005017738.34003,3004969824.65002,172313682.941406,440423385672
"3527","23",2015,6,15,2,12462649.8395996,12445736.6000977,37412037.8693848,95470828536.5
"3528","25",2015,6,15,2,148708985.865831,146531209.66022,114943508.887654,293857140740.255
"3529","27",2015,6,15,2,722514,713964,313975.5,794600912
"3530","41",2015,6,15,2,17610229.7089844,17520812.4501953,35061901.7246094,89777836044
"3531","44",2015,6,15,2,2928279800,2920476536,182953105.612305,466838784268
"3532","47",2015,6,15,2,69366911.1326971,67538873.4163198,40038919.1305389,102150286357.131
"3533","50",2015,6,15,2,240650802.649963,240648154.900238,91392757.9023438,232547620178.5
"3534","52",2015,6,15,2,854127.267910361,848963.947965384,2165306.83292103,5560498397.04102
"3535","54",2015,6,15,2,152927711.037243,152803104.76934,24634633.7686081,63083217982.9955
"3536","63",2015,6,15,2,6306876.06408691,6261435.15136719,20958014.5775757,53675256349.1953
"3537","66",2015,6,15,2,16346749.5480931,16162547.5358677,42735503.6876236,109115461638.217
"3538","68",2015,6,15,2,96658893.1020344,96557248.5836935,65611465.623044,168593602239.074
"3539","70",2015,6,15,2,4100270,4094900,472293.80078125,1213700981.11011
"3540","73",2015,6,15,2,6486871.40718842,6436772.30509949,14878749.1707382,38038665423.1406
"3541","76",2015,6,15,2,89463304.2628076,85755721.1377024,145871830.454334,372814896128.654
"3542","81",2015,6,15,2,106377451.73,106377449.889999,41891037.9599991,107720052071.406
"3543","85",2015,6,15,2,473826240,473826240,177896590.25,457316327936
"3544","86",2015,6,15,2,18033399.75,18033206.75,6479614.5859375,16625614160
"3545","88",2015,6,15,2,2360,2304,15445.6201171875,39072476
"3546","95",2015,6,15,2,19901.69921875,19485.94921875,194859.5,494491040
"3547","05",2015,7,15,3,115071671.253107,108258648.572959,348972349.219823,953664696807.635
"3548","08",2015,7,15,3,55447619.0339373,53944722.6068696,127956813.930546,350564602000.645
"3549","11",2015,7,15,3,53030387.6195866,49010127.6375359,234925004.565303,641267662311.67
"3550","13",2015,7,15,3,100920581.520374,98715438.0642589,127883959.777563,350072980266.41
"3551","15",2015,7,15,3,31487978.6717339,31475009.8531244,16208206.6731863,44189690722.5
"3552","17",2015,7,15,3,19323221.2482628,18123290.6121617,60589447.4224255,165088353422.089
"3553","18",2015,7,15,3,26200,22500,47921.5,133713448
"3554","19",2015,7,15,3,24086399.4790852,23861653.9281592,31618380.8141441,86210044654.6475
"3555","20",2015,7,15,3,3445704177.52502,3445680552.52502,213392094.857178,584945705933
"3556","23",2015,7,15,3,14902682.9422607,14854058.6774902,47940208.3388672,131891886066
"3557","25",2015,7,15,3,296238485.540504,293758986.184541,129645441.420481,352553777886.489
"3558","41",2015,7,15,3,34771501.6535156,34562490.9224451,53660298.6392822,146611959235.5
"3559","44",2015,7,15,3,2243361282.99999,2243356805.5,125365717.648438,343127651615
"3560","47",2015,7,15,3,125448491.234013,122861036.922375,75335555.465729,207674535743.341
"3561","50",2015,7,15,3,305942803.500011,305940887.800097,102652556.058472,286728012049.25
"3562","52",2015,7,15,3,2171089.03013867,2162085.26003444,4131917.91579723,11474966502.4102
"3563","54",2015,7,15,3,94745700.9163096,94621242.1603476,18937402.3617582,51916254341.3105
"3564","63",2015,7,15,3,8914943.56642258,8855424.57026637,29707889.4336853,81321299225.3594
"3565","66",2015,7,15,3,22519242.8570511,22296808.3354304,56554285.5420583,154967891108.868
"3566","68",2015,7,15,3,171395143.513557,171259668.515506,89783295.4015658,246118376151.6
"3567","70",2015,7,15,3,10983542.6992188,10964508.2988281,2722712.984375,7406253210
"3568","73",2015,7,15,3,5913247.74475098,5863809.78005981,13970502.1732178,38233330588.5
"3569","76",2015,7,15,3,115684467.551384,111366285.408487,160970813.277114,438908829099.926
"3570","81",2015,7,15,3,34981894.2600004,34981894.1,12221740.3199692,33741834051.6094
"3571","85",2015,7,15,3,550890178,550890178,190630452,525505483264
"3572","86",2015,7,15,3,62119453,62119453,16449986.625,45263485952
"3573","88",2015,7,15,3,57,50,180,484837.1875
"3574","94",2015,7,15,3,10517.7900390625,10179.8901367188,62145.921875,164746736
"3575","97",2015,7,15,3,47.6699981689453,44.8800010681152,165.889999389648,442490
"3576","05",2015,8,15,3,132757033.867792,124233051.242939,348446845.956074,1053760824063.69
"3577","08",2015,8,15,3,141549253.297068,140223142.930078,131940394.524366,395546652022.721
"3578","11",2015,8,15,3,40031276.2835532,37416056.6936331,197051513.825751,597195649764.001
"3579","13",2015,8,15,3,76716397.8488027,74837939.3094587,101109184.969772,304486318521.514
"3580","15",2015,8,15,3,186159756.32988,186146728.6,45357177.7766605,136068504089.616
"3581","17",2015,8,15,3,17171179.1472511,16502190.2701072,53066207.7820293,160760364796.723
"3582","18",2015,8,15,3,26200,22500,45465.19921875,145869184
"3583","19",2015,8,15,3,25470364.3415462,25228824.7325509,32221024.2649775,97201686066.8164
"3584","20",2015,8,15,3,3762130553.69971,3762060393.71875,238080172.687988,710691680048
"3585","23",2015,8,15,3,10771927.7120972,10717870.6968079,28684079.6899414,87116176253
"3586","25",2015,8,15,3,115117118.113542,112696468.307149,116239201.843206,352249261049.876
"3587","41",2015,8,15,3,21267926.4373535,21136406.7304688,42122563.6503906,125967969948.5
"3588","44",2015,8,15,3,2970127964,2970127964,178420230.3125,543645442286
"3589","47",2015,8,15,3,49342765.6138911,47118321.2844977,25840220.1690381,79417492293.0762
"3590","50",2015,8,15,3,282225222.429996,282225085.6,78714241,234375325889.594
"3591","52",2015,8,15,3,2286591.67185298,2270346.04075423,8802763.73142815,26411799440.9531
"3592","54",2015,8,15,3,118866672.753614,118784370.133051,17853188.3300214,53129565650.2305
"3593","63",2015,8,15,3,7884746.84850311,7836281.02999878,25841143.7567291,78199373548.3438
"3594","66",2015,8,15,3,20310757.560204,20065222.1191048,52133218.4815533,158291853467.164
"3595","68",2015,8,15,3,37369697.5523605,37156688.313066,50494354.3549633,152639381840.635
"3596","70",2015,8,15,3,4978461.97,4972996.94999999,2581681.77685547,8215549588.12012
"3597","73",2015,8,15,3,13663960.5383797,13619123.3864746,15705572.3050537,47674515192
"3598","76",2015,8,15,3,99470842.8429766,96111088.0836495,141983005.635419,425926548906.462
"3599","81",2015,8,15,3,69277070.989624,69275583.9202271,20973710.359375,60116529974.5
"3600","85",2015,8,15,3,409132095,409132077,115979309,351363639025
"3601","86",2015,8,15,3,64627042,64626992,14523633,44664945568
"3602","88",2015,8,15,3,194,186,259404,832264000
"3603","91",2015,8,15,3,142619,142619,9674.23046875,28859388
"3604","05",2015,9,15,3,173354107.214688,162409085.437274,360526139.326982,1106335618121.39
"3605","08",2015,9,15,3,68702820.4888639,67439936.6796275,147628258.371273,453078516481.474
"3606","11",2015,9,15,3,51878388.8892204,48631668.2849516,234680305.264093,720826856602.596
"3607","13",2015,9,15,3,78156739.9901145,76050453.1068314,103905112.179714,319592702191.992
"3608","15",2015,9,15,3,559200.338907884,542266.539910592,25376786.1322575,77702981376.9395
"3609","17",2015,9,15,3,20980692.4608802,19672890.3579405,65080222.2938364,200489960223.689
"3610","19",2015,9,15,3,22699579.0946796,22551047.2485765,26463323.2958488,81205341503.8184
"3611","20",2015,9,15,3,2541024159.93018,2541018035,133995921.379883,412179161655
"3612","23",2015,9,15,3,15882202.3982544,15810739.0005798,40181845.512207,123770927788
"3613","25",2015,9,15,3,236901087.35417,234395470.966591,113658460.47353,347705010887.762
"3614","27",2015,9,15,3,627004,624634,316428.25,975289392
"3615","41",2015,9,15,3,28269790.848294,28122188.49,54872527.2067528,169493828706.41
"3616","44",2015,9,15,3,3608139243.64813,3608135102.10001,192005324.825195,593658015175
"3617","47",2015,9,15,3,94914879.7021475,93003766.5457382,54465021.922632,166015733540.375
"3618","50",2015,9,15,3,496408224.200309,496406320.660051,143598833.664062,441395666532.047
"3619","52",2015,9,15,3,7809567.710261,7794467.21007241,10765917.2505045,32669334840.6484
"3620","54",2015,9,15,3,22059488.7359283,22022014.5931014,8009295.47711995,24867514778.5448
"3621","63",2015,9,15,3,9521633.03839874,9454644.53051758,30626076.53479,94164178113
"3622","66",2015,9,15,3,17880889.5397953,17696461.911603,42694836.2504435,130866582023.353
"3623","68",2015,9,15,3,137043074.104326,136900742.913475,80314514.7660713,247811391505.577
"3624","70",2015,9,15,3,8950403,8943941,3373613.22070312,10575180361
"3625","73",2015,9,15,3,20984156.1666603,20939585.3198242,18423042.5785522,56598945802.875
"3626","76",2015,9,15,3,148002397.748094,143897630.647748,153889472.318989,472479914404.204
"3627","81",2015,9,15,3,50765001.8,50764414.7,14566568.5,44671456807.2031
"3628","85",2015,9,15,3,522306808,522306808,147145365.25,455151497216
"3629","86",2015,9,15,3,24977561,24977511,6002059,18521188648
"3630","88",2015,9,15,3,655.510000228882,589.960000038147,2535,7805377.6015625
"3631","05",2015,10,15,4,191260683.23841,177996495.542778,364755768.800929,1070828397866.34
"3632","08",2015,10,15,4,69553464.9005037,68356962.6005727,121170801.41143,356193604888.812
"3633","11",2015,10,15,4,46030850.9269055,42778100.0420666,201211968.291319,590596344557.177
"3634","13",2015,10,15,4,101146404.882764,99001589.4110674,116551676.415764,341195730418.073
"3635","15",2015,10,15,4,107925884.870619,107923683.029999,21985511.7875414,64550870903.582
"3636","17",2015,10,15,4,16895204.9388681,16030494.0611574,54182196.76998,158913860895.631
"3637","18",2015,10,15,4,4185,3771,360,1069614
"3638","19",2015,10,15,4,16603663.1756936,16464329.4126177,19664607.6359117,57650744260.2485
"3639","20",2015,10,15,4,2505289725.80469,2505263665.80469,132992191.592773,389614122056
"3640","23",2015,10,15,4,24238039.63375,24173703.1213379,22134190.8837891,64979093861.1016
"3641","25",2015,10,15,4,245976315.841902,243758554.683788,115335216.439887,338369519713.283
"3642","41",2015,10,15,4,36135573.0543029,35976055.0036864,45911425.6282806,134886947759.594
"3643","44",2015,10,15,4,1920661392.99,1920659310.87,105546206.215027,308338557379.5
"3644","47",2015,10,15,4,89866659.6422915,87168023.9253726,46645672.42032,136783009055.404
"3645","50",2015,10,15,4,442044518.969962,442042116.600024,123670956.600098,359894312392.25
"3646","52",2015,10,15,4,8815656.68008633,8807546.39993776,10197922.5224705,29701248201.7432
"3647","54",2015,10,15,4,11505194.0476123,11471642.5207126,3542579.615623,10393379996.2255
"3648","63",2015,10,15,4,6684168.35451126,6618370.35983467,20713336.2237113,60810278437.9119
"3649","66",2015,10,15,4,16303385.6933825,16120819.7699076,39402125.0784648,115816330532.575
"3650","68",2015,10,15,4,150183479.425099,150024262.036152,76156384.5712433,223511635877.05
"3651","70",2015,10,15,4,10191200.0899963,10189440.7600002,841953.779999733,2495126804.65332
"3652","73",2015,10,15,4,19499315.2982178,19459457.8712158,16021332.5187988,46984174776.125
"3653","76",2015,10,15,4,132037902.573907,128000888.556307,156166051.521897,457842355427.844
"3654","81",2015,10,15,4,131058886.54042,131058092.560351,37540700.6696091,110409253605.031
"3655","85",2015,10,15,4,483264717,483264698.690002,135099258.439941,394733639533.5
"3656","86",2015,10,15,4,36306597,36306597,7620193.375,22055016960
"3657","88",2015,10,15,4,18770.5,15598.4404296875,527348,1535393728
"3658","94",2015,10,15,4,5350,5250,21000,64821752
"3659","99",2015,10,15,4,2038,1998,75779.78125,221376992
"3660","05",2015,11,15,4,127618469.282918,119624910.170678,316527207.896548,947088176384.315
"3661","08",2015,11,15,4,51358059.9827759,50341092.1928986,101813506.139117,302324623869.656
"3662","11",2015,11,15,4,44214866.5058178,41248145.9411483,199242480.641316,595478004774.427
"3663","13",2015,11,15,4,62834890.2336988,61128801.294003,84858648.2068049,253886495958.083
"3664","15",2015,11,15,4,82762575.7823088,82720968.7099889,19742180.0632553,59862210008.0996
"3665","17",2015,11,15,4,16907424.1772582,15976773.0714632,54327879.9741604,163615633513.292
"3666","18",2015,11,15,4,26200,22500,47628.8984375,146374560
"3667","19",2015,11,15,4,17527304.7416568,17367096.5583549,21993236.9771912,65603172296.0576
"3668","20",2015,11,15,4,2473028808.90002,2472866953.90002,128130576.054443,382656328881.375
"3669","23",2015,11,15,4,12061368.440918,11971587.1704102,34376637.7155762,102265111767.5
"3670","25",2015,11,15,4,149665838.758171,147194193.710344,114562197.80758,345091223285.655
"3671","41",2015,11,15,4,52927641.3705566,52815504.3900001,43927901.6218262,132061873216
"3672","44",2015,11,15,4,2942351172.82996,2942350924.28,150307254,454582567472.5
"3673","47",2015,11,15,4,50120227.6780084,48515038.7006877,26875991.7038574,80779127181.1826
"3674","50",2015,11,15,4,516528362.953102,516523073.900028,126900457.873047,378505102937.75
"3675","52",2015,11,15,4,5657164.90030587,5651111.21014774,6118449.10824013,17795738465.5488
"3676","54",2015,11,15,4,106887030.482508,106856939.773429,11326330.1829516,34611240780.6002
"3677","63",2015,11,15,4,6371158.54749441,6321805.07720947,20130182.6466064,60460907436.1875
