"","ORIGEN","AÑO_N","MES_N","AÑO","TRIMESTRES","TOTAL_KILOS_BRUTOS","TOTAL_KILOS_NETOS","I_DOLARES","I_PESOS"
"1309","70",2008,11,8,4,3191181.33753204,3169029.7874918,16084708.671936,37619122323.0498
"1310","73",2008,11,8,4,2524452.61922455,2493486.4968617,6499724.65640259,15089670823.0371
"1311","76",2008,11,8,4,69297677.098758,65531354.3919106,146080206.486263,339468329436.603
"1312","81",2008,11,8,4,13830.3999023438,12475.1501464844,20398.3703613281,47519831
"1313","85",2008,11,8,4,29420,29420,120376.0078125,287159492
"1314","88",2008,11,8,4,155918.740001678,154509.120000839,52011.700012207,118912249.75
"1315","91",2008,11,8,4,2820642.98781799,2687112.93796597,15599226.9810784,36312903827.9296
"1316","97",2008,11,8,4,5.21000003814697,4.84999990463257,142.710006713867,336183.375
"1317","05",2008,12,8,4,159378339.561794,148509189.925563,354727593.044134,799366768078.766
"1318","08",2008,12,8,4,34871466.9912945,33862928.743352,108738955.111314,246587998879.755
"1319","11",2008,12,8,4,82633899.7477297,79382202.4687679,304064873.243412,689458254048.281
"1320","13",2008,12,8,4,55486706.4046753,53976674.7879521,74577677.2838262,168863414578.166
"1321","15",2008,12,8,4,5856610.20886107,5827004.23000528,8811599.68640137,20066566762.5469
"1322","17",2008,12,8,4,21941371.5907419,20609925.1809863,75010506.011856,169071345966.258
"1323","18",2008,12,8,4,28782,28741,84832.1499023438,193469102
"1324","19",2008,12,8,4,9729465.74929428,9625862.68317819,16413377.7723683,37097051467.0674
"1325","20",2008,12,8,4,937803191,937766560.950012,93470409.2208557,211266558856.906
"1326","23",2008,12,8,4,8636478.7953186,8633285.6000061,48374575.3808594,107873023835.75
"1327","25",2008,12,8,4,99431049.5450759,96933572.4382634,135976270.086242,306446007487.922
"1328","27",2008,12,8,4,75086.7899980545,75077.7200012207,440799.600006104,1023847215.9375
"1329","41",2008,12,8,4,10146935.0540161,10027954.1820679,31292352.6147461,70098800639.5
"1330","44",2008,12,8,4,376288726,376288663,43121637.25,93973644548
"1331","47",2008,12,8,4,34452999.0703354,33378343.8993149,22776734.7781677,51937830446.0625
"1332","50",2008,12,8,4,447550.569953918,445594.90921402,2541908.828125,5781313114.75
"1333","52",2008,12,8,4,1768169.01563263,1750627,2937717.72363281,6487468477.5
"1334","54",2008,12,8,4,122067362.296798,121720341.29804,138195188.632876,313353070710.24
"1335","63",2008,12,8,4,5606686.92392111,5509925.5490799,16432387.6805115,36941901107.1875
"1336","66",2008,12,8,4,12984603.6977998,12740800.4288567,44775743.155296,100898372495.443
"1337","68",2008,12,8,4,17838122.9467429,17196022.4407464,73854376.5417887,166931152158.198
"1338","70",2008,12,8,4,4157367.29101562,4137953.29101562,17012701.9736328,38045687190
"1339","73",2008,12,8,4,2732921.57712579,2661696.27002147,8901305.92951965,20207136126.2344
"1340","76",2008,12,8,4,80768333.4130132,76570565.0605894,155484003.379682,349944820144.491
"1341","81",2008,12,8,4,194451.119999886,194445.839999914,571697.420013428,1294466032.125
"1342","86",2008,12,8,4,4300,4000,2000,4339660
"1343","88",2008,12,8,4,25.3099994659424,22.5499992370605,1287.02001953125,2975204.25
"1344","91",2008,12,8,4,1791229.15090393,1740942.39979777,11463584.8881604,26278428308.7686
"1345","94",2008,12,8,4,298.519989013672,288.559997558594,2037.83996582031,4421766.5
"1346","05",2009,1,9,1,216814861.263543,155806248.013779,274141230.716617,619077670207.886
"1347","08",2009,1,9,1,79771776.8642378,78670669.716123,90157162.9507554,202906554491.91
"1348","11",2009,1,9,1,175818892.181384,172334205.086149,242000932.675922,545954478390.401
"1349","13",2009,1,9,1,80997804.7773049,79211833.3668754,125200438.012421,282227113614.08
"1350","15",2009,1,9,1,6283618.88998279,6281249.97001284,5499782.46881104,12347428583.5312
"1351","17",2009,1,9,1,19319221.744516,17803477.460173,60216678.3864518,136001638932.371
"1352","19",2009,1,9,1,13761893.9404232,13462731.1665723,16433816.1839075,36986327790.7109
"1353","20",2009,1,9,1,2794525683,2794511607.95,202992957.457031,455529461300
"1354","23",2009,1,9,1,9687275.77734375,9679338.77734375,34091270.703125,76763035558
"1355","25",2009,1,9,1,95809370.0016682,93749451.494226,91396222.8842928,206230821929.274
"1356","27",2009,1,9,1,689613.989999771,682477,578633.625,1308163595
"1357","41",2009,1,9,1,12846096.1777458,12512902.0099869,34816046.8266373,78237381934.7031
"1358","44",2009,1,9,1,4839876070.3125,4839870943.3125,478117859.1875,1079031386382
"1359","47",2009,1,9,1,53999405.7740479,51838461.3270264,27526565.0834961,62059588983.1953
"1360","50",2009,1,9,1,114997.142240047,114494.842174888,617578.189056396,1422276071.5
"1361","52",2009,1,9,1,3042321.99000549,3034738,2020988.23596191,4505360193.8125
"1362","54",2009,1,9,1,103292205.221633,103084742.644176,79127590.253809,180476487442.519
"1363","63",2009,1,9,1,6322549.25153255,6182808.37965608,16715300.8629456,37544563225.75
"1364","66",2009,1,9,1,17387690.9964513,16489188.6194747,51211199.304367,115131449076.247
"1365","68",2009,1,9,1,21920219.4327725,19719407.778238,69123286.7314183,156192519486.428
"1366","70",2009,1,9,1,35006512.7188187,34971955.5887203,11360158.3825586,25696833402.6899
"1367","73",2009,1,9,1,2703858.43359375,2664941.22999883,9583702.65156555,21491517914.4688
"1368","76",2009,1,9,1,117293893.166789,112212485.447137,151262467.267746,341210751134.733
"1369","81",2009,1,9,1,139290.469532967,129747.75,458175.090194702,1047094723.59375
"1370","91",2009,1,9,1,2995,2970,9688.43994140625,21516281
"1371","97",2009,1,9,1,104.830001831055,96,11000,24495570
"1372","05",2009,2,9,1,357314685.756155,253536065.84963,367070941.981331,921514503867.601
"1373","08",2009,2,9,1,41913040.7635484,40996390.4712077,83855301.4895133,210257522389.957
"1374","11",2009,2,9,1,180749662.653536,177162976.344337,251969662.810157,631888214026.06
"1375","13",2009,2,9,1,133793240.22505,132140346.412888,167475809.658108,417463034355.469
"1376","15",2009,2,9,1,44166192.3299999,44165670.4499963,18911979.3259888,47290749581.5312
"1377","17",2009,2,9,1,15115660.0589123,14335233.133141,47333726.0541824,119056802766.562
"1378","19",2009,2,9,1,9836800.05836323,9660893.96088481,22351298.6377914,56093646825.8818
"1379","20",2009,2,9,1,3218605523.79,3218598646.91,238299521.972656,594474809681.5
"1380","23",2009,2,9,1,5601192.81866455,5599039.08789062,16998675.5644531,42451932810.625
"1381","25",2009,2,9,1,58846591.4954596,56259884.3966829,109579828.619305,276355943088.715
"1382","27",2009,2,9,1,1726176.01000118,1621704.90000248,4727947.39453125,11592443196
"1383","41",2009,2,9,1,9284546.3359375,9225035.59375,26604977.3791504,67019682045
"1384","44",2009,2,9,1,731346508,731340422.4,84730567.4101562,208196127580
"1385","47",2009,2,9,1,54021127.7833018,52454023.4352771,30471942.8772217,77029782141.1851
"1386","50",2009,2,9,1,294241.120660782,290770.680559158,1214284.14453125,3093673287.09961
"1387","52",2009,2,9,1,2308587.41178207,2290034.74053718,4783080.40234518,11788958132.2476
"1388","54",2009,2,9,1,132435534.864868,131990341.707857,114240815.556341,284999454451.167
"1389","63",2009,2,9,1,5850002.53155845,5792452.65191102,17576625.0068359,43957175138.2148
"1390","66",2009,2,9,1,15497042.4653586,15260834.8231266,41102283.9430621,103380729561.488
"1391","68",2009,2,9,1,21500729.3865345,19324301.7160721,64842826.7176991,163042884117.007
"1392","70",2009,2,9,1,31859372,31753030.75,15266850.2578125,38265316762
"1393","73",2009,2,9,1,3873095.72356033,3822152.28311253,12407980.3780823,31036264522.0781
"1394","76",2009,2,9,1,114904087.047784,110138762.69068,180695014.292762,453746672186.111
"1395","81",2009,2,9,1,565.200012207031,502.399993896484,3925,9499520
"1396","88",2009,2,9,1,38810.7794532776,38450.25,121311.41015625,303872202.5
"1397","91",2009,2,9,1,3970,3890,8847.7900390625,22296962
"1398","94",2009,2,9,1,7124.22998046875,6456.89013671875,46300,118268720
"1399","97",2009,2,9,1,13209.6904296875,9680.900390625,12866.7998046875,32915076
"1400","05",2009,3,9,1,260969054.277182,242487515.504817,374014905.241918,926049632637.622
"1401","08",2009,3,9,1,121709914.726516,120551312.008544,105914631.690493,262553654296.047
"1402","11",2009,3,9,1,145649700.591305,140540572.481834,272318948.838673,671264055644.042
"1403","13",2009,3,9,1,94410893.4955969,92757485.8968609,116379991.406722,289690002732.038
"1404","15",2009,3,9,1,111958621.720365,111925344.229968,26659872.8870697,65607157693.1406
"1405","17",2009,3,9,1,17561366.414497,16505030.7927909,57751589.1888969,142461035863.82
"1406","19",2009,3,9,1,12754422.4388277,12551055.3675522,15687644.9388287,38944414103.4336
"1407","20",2009,3,9,1,3228644509.43132,3228642153.48172,256122055.046875,623670233499
"1408","23",2009,3,9,1,12528502.0107422,12463845.2050781,39466046.4438477,97668672773
"1409","25",2009,3,9,1,91893407.3647244,88432680.9717423,154026214.175172,378608866362.263
"1410","27",2009,3,9,1,85880,85880,17940,42753712
"1411","41",2009,3,9,1,6605029.16748047,6529462.33984375,18926159.9726562,46836879450
"1412","44",2009,3,9,1,2867710760.5625,2866536975.5625,252339877.333984,616924210882
"1413","47",2009,3,9,1,77282119.1064911,75471317.9751778,40787897.7981224,101556841508.742
"1414","50",2009,3,9,1,89234.799949646,85895.8100113869,105063.4609375,261547971.398438
"1415","52",2009,3,9,1,4036087.90134749,4019114.58036453,4805386.98791814,11798216315.6748
"1416","54",2009,3,9,1,166758800.11743,166191834.907529,107937361.250081,266716454362.091
"1417","63",2009,3,9,1,4926741.31405878,4892464.2675651,13609816.6624069,33738905000.0273
"1418","66",2009,3,9,1,13656038.2194479,13460414.1351038,38129611.756641,94669678442.6265
"1419","68",2009,3,9,1,22049706.8445221,20542882.9234199,79499649.6229272,196711305581.436
"1420","70",2009,3,9,1,22857158.7302246,22836330.6328125,14437842.1240234,35539323042
"1421","73",2009,3,9,1,2023233.17261885,1945739.93973511,8116861.79211426,19996573738
"1422","76",2009,3,9,1,99020363.0880512,93960489.9373636,166903510.71816,413056266287.103
"1423","81",2009,3,9,1,7118.63982462883,5502.16009759903,21012.8999023438,52778493
"1424","85",2009,3,9,1,9.10999965667725,8.5,39.2000007629395,93293.6484375
"1425","88",2009,3,9,1,4842.83000183105,4637.51000213623,35050.5307617188,83463443
"1426","94",2009,3,9,1,438.160003662109,310,897.559997558594,2323747
"1427","05",2009,4,9,2,157162078.980187,146366901.184222,296921187.259444,701712469100.005
"1428","08",2009,4,9,2,81007263.8352163,79870858.307283,100431049.734431,237782648644.472
"1429","11",2009,4,9,2,253804606.174633,249962442.665264,223764307.657746,531074770248.815
"1430","13",2009,4,9,2,68016701.3198705,66548443.3077261,100073966.526332,237342655869.975
"1431","15",2009,4,9,2,47979167.2592873,47970761.8104384,11967813.5089722,27986817053.75
"1432","17",2009,4,9,2,18130926.4876237,17018513.8491012,59009613.9807916,139740392202.954
"1433","19",2009,4,9,2,29908703.1247756,29772928.8867579,21275686.5193558,50110415268.0012
"1434","20",2009,4,9,2,953761015.309998,953740709.819218,83599937.4025879,197972526225.5
"1435","23",2009,4,9,2,10876584,10791240.0976562,35250402.5668945,82163695217
"1436","25",2009,4,9,2,109603023.573103,106203345.702446,160366081.60126,370715030651.894
"1437","27",2009,4,9,2,1811530,1689589,1310465.875,2959673336
"1438","41",2009,4,9,2,5669656.60975337,5628758.63945317,16062271.5013275,38236704420.9375
"1439","44",2009,4,9,2,3845170757.25,3842699878.375,346070771.601562,831813705680
"1440","47",2009,4,9,2,71139397.8665009,69002465.1665649,38557383.7373047,90978146672.1875
"1441","50",2009,4,9,2,25272.9999713898,23596.0000476837,31014.8999023438,73098309.25
"1442","52",2009,4,9,2,919043.720023369,908243.369821178,2443688.01369986,5842084926.52876
"1443","54",2009,4,9,2,116750073.780561,116080181.838667,68345518.774385,162354774159.75
"1444","63",2009,4,9,2,3135684.74340081,3101676.06908035,14294101.3365784,33573406238.8057
"1445","66",2009,4,9,2,12653169.7963865,12475604.6500929,27874022.1750264,66382037615.0825
"1446","68",2009,4,9,2,26804221.1316045,24382405.4652777,76785803.0281463,182073207969.517
"1447","70",2009,4,9,2,36083291.5332031,35996228.0800781,9434032.0234375,22282951016
"1448","73",2009,4,9,2,1826723.54504395,1804711.79122925,7056642.4130249,16786225521.8125
"1449","76",2009,4,9,2,125309387.019261,121267414.907959,157805219.727704,374839530177.272
"1450","81",2009,4,9,2,3272.72998046875,3000,5239.06982421875,13280990
"1451","85",2009,4,9,2,1109.78002929688,1059.56003415585,547.5,1323728.5625
"1452","86",2009,4,9,2,22909.08984375,21818,27490.6796875,64465096
"1453","88",2009,4,9,2,224.679992675781,212.520004272461,9837.58984375,23052818
"1454","94",2009,4,9,2,23.4300003051758,21.2999992370605,17.3999996185303,42155.1484375
"1455","05",2009,5,9,2,189159860.489333,175880339.740936,323627785.630315,721026260320.581
"1456","08",2009,5,9,2,29860557.8360152,28740400.6301942,86994743.3240587,193685913844.09
"1457","11",2009,5,9,2,126555887.757527,122177501.095946,268072677.542542,596189799170.558
"1458","13",2009,5,9,2,94481058.2843377,92875409.7388651,91529911.2142676,204795273285.649
"1459","15",2009,5,9,2,7233462.81223975,7231248.12220267,7359784.43218994,16416780718.0293
"1460","17",2009,5,9,2,14997942.7354503,14180996.8300793,54111241.0748381,120702175562.345
"1461","18",2009,5,9,2,10.0500001907349,9.10000038146973,332.170013427734,747890.75
"1462","19",2009,5,9,2,20754726.6332503,20569728.3521518,20572322.0882384,45587496180.5637
"1463","20",2009,5,9,2,2483043351,2483021359,207789366.084473,464632596911.031
"1464","23",2009,5,9,2,6831765.01757812,6733671.1015625,25380431.4091797,56578027165
"1465","25",2009,5,9,2,131785884.566192,128834921.412492,182264206.181459,406893213669.24
"1466","27",2009,5,9,2,187843.590000153,187836.589999914,221983.9140625,496021136
"1467","41",2009,5,9,2,5461752.01708984,5416437.58671856,18073865.6438284,40456169977.3604
"1468","44",2009,5,9,2,3529361459.15331,3528957743.7475,277851479.53125,617601395661.5
"1469","47",2009,5,9,2,61992136.0899792,60701932.790823,33787007.6209812,74998907077.4055
"1470","50",2009,5,9,2,116193.978515625,102484.309585571,621499.15625,1402773069.5
"1471","52",2009,5,9,2,608343.619849682,600948.139615774,1854582.26068878,4166581082.59375
"1472","54",2009,5,9,2,158562637.723517,158304005.231548,99542263.8307983,221508245105.889
"1473","63",2009,5,9,2,2715677.30007935,2690600.85103655,9891717.84358215,21816474557.9375
"1474","66",2009,5,9,2,12941155.5922692,12686148.3037888,32216657.1966231,71868470132.1389
"1475","68",2009,5,9,2,25605392.9159361,22595878.0624327,78940460.9380262,176148457529.595
"1476","70",2009,5,9,2,6505116.234375,6488214.234375,8025395.421875,17803606096
"1477","73",2009,5,9,2,1965440.31842041,1937515.96793175,7737280.73706055,17332343217.5391
"1478","76",2009,5,9,2,103706388.093838,100144868.343956,144479106.984466,321357072049.917
"1479","81",2009,5,9,2,35252.7700004578,31358.4203910828,184099.928344727,418295600.75
"1480","88",2009,5,9,2,14.1899995803833,12.6599998474121,590.869995117188,1305166.875
"1481","97",2009,5,9,2,2026,1926,1860,4256870.5
"1482","05",2009,6,9,2,226377236.220423,211859130.477727,300495912.700244,628106056870.5
"1483","08",2009,6,9,2,79499729.8336771,78417167.6600345,96994664.8290276,203273945050.788
"1484","11",2009,6,9,2,203750937.420496,200162955.450457,253337158.21504,530282613053.541
"1485","13",2009,6,9,2,76654507.7870993,74973668.7183533,95955165.1447332,200292049982.922
"1486","15",2009,6,9,2,54091598.5295591,54086719.0595607,15216285.6961462,31918155825.5793
"1487","17",2009,6,9,2,15100108.8514797,14245749.7521028,64227067.1222015,134299000680.475
"1488","18",2009,6,9,2,27700,24000,15797.2099609375,32774788
"1489","19",2009,6,9,2,29450263.6896605,29275012.1007901,24444766.5297251,50787113287.8293
"1490","20",2009,6,9,2,2889548921.68164,2889543428.68164,240204624.070801,503442264771
"1491","23",2009,6,9,2,11019367.1237793,11003020.5,42070387.0300293,87009768271
"1492","25",2009,6,9,2,71884326.4914591,69557691.403703,114598689.612149,239434565689.633
"1493","27",2009,6,9,2,1422590,1307758,1203434.125,2485242416
"1494","41",2009,6,9,2,8262521.95788574,8196156.86160278,29355394.0759277,61716697372.5
"1495","44",2009,6,9,2,2138429806.33789,2137008134.03125,192876442.75,410046835340
"1496","47",2009,6,9,2,36453988.0971718,34794389.3436222,20718348.0135536,43165279091.6428
"1497","50",2009,6,9,2,74625.0792694092,71769.0192222595,306372.345703125,663217809.140625
"1498","52",2009,6,9,2,845153.500213966,832393.700070515,2328959.69353199,4902135810.75146
"1499","54",2009,6,9,2,186022958.946474,185590746.746877,82090656.2298927,171703567677.932
"1500","63",2009,6,9,2,3584940.1269269,3537911.13038349,14502655.6710052,30607056032.255
"1501","66",2009,6,9,2,13435235.5305478,13186381.809229,37066408.11848,77625490163.5613
"1502","68",2009,6,9,2,28439868.9715295,25421522.7293442,63242139.9311894,132986217125.766
"1503","70",2009,6,9,2,21469302.6210938,21460198.6210938,5396314.77539062,11368712082
"1504","73",2009,6,9,2,3315502.48676395,3262615.79961222,13350499.9143066,27969002847.2148
"1505","76",2009,6,9,2,160524816.336834,156431067.197046,163630527.950453,341742119378.101
